,url,product_name,brands,countries,image_url,image_small_url,energy-kcal_100g,fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g,categories_tags
559548,http://world-en.openfoodfacts.org/product/20509712/frankfurterki-w%C4%99dzone-kraina-w%C4%99dlin,Frankfurterki wędzone,Kraina Wędlin,Polska,https://images.openfoodfacts.org/images/products/20509712/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/20509712/front_pl.4.200.jpg,313.0,27.0,0.8,0.5,16.8,2.3,pl:kiełbasa
562969,http://world-en.openfoodfacts.org/product/20639792/makaron-5-jajeczny-krajanka-tiradell,"Makaron 5-jajeczny, krajanka",Tiradell,Polska,https://images.openfoodfacts.org/images/products/20639792/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/20639792/front_pl.4.200.jpg,370.0,2.8,72.0,3.2,13.0,0.09,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas"
562975,http://world-en.openfoodfacts.org/product/20640651/napoj-gazowany-o-smaku-coli-lidl,Napój gazowany o smaku coli,Lidl,Polska,https://images.openfoodfacts.org/images/products/20640651/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/20640651/front_pl.4.200.jpg,1.0,0.0,0.0,0.0,0.0,0.01,"en:snacks,en:sweet-snacks,en:confectioneries,en:candies,pl:napoj-gazowany,pl:napoj-słodzony,pl:zawiera-kofeinę"
564166,http://world-en.openfoodfacts.org/product/20691332/opiekane-filety-%C5%9Bledziowe-w-zalewie-octowej-nautica,Opiekane filety śledziowe w zalewie octowej,Nautica,Poland,https://images.openfoodfacts.org/images/products/20691332/front_pl.18.400.jpg,https://images.openfoodfacts.org/images/products/20691332/front_pl.18.200.jpg,108.0,4.3,9.0,8.6,8.1,2.3,"en:seafood,en:fishes"
564629,http://world-en.openfoodfacts.org/product/20707743/praliny-z-czekolady-mlecznej-mister-choc,Praliny z czekolady mlecznej,Mister Choc,Polska,https://images.openfoodfacts.org/images/products/20707743/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/20707743/front_pl.4.200.jpg,530.0,32.0,53.9,48.7,5.7,0.3,"en:snacks,en:sweet-snacks,en:confectioneries,en:candies"
564643,http://world-en.openfoodfacts.org/product/20708177/sour-bears-extra-sour-sugarland,Sour Bears extra sour,SugarLand ,Poland,https://images.openfoodfacts.org/images/products/20708177/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/20708177/front_en.3.200.jpg,343.0,0.0,77.9,51.5,5.4,0.3,
564705,http://world-en.openfoodfacts.org/product/20710866/serek-truskawkowy-pilos,Serek truskawkowy,Pilos,Polska,https://images.openfoodfacts.org/images/products/20710866/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/20710866/front_pl.4.200.jpg,112.0,3.0,14.9,14.1,6.4,0.1,pl:serek
565163,http://world-en.openfoodfacts.org/product/20724054/sour-fruits-kwa%C5%9Bne-%C5%BCelki-o-smaku-owocowym-sugarland,Sour Fruits - Kwaśne żelki o smaku owocowym.,SugarLand,Polska,https://images.openfoodfacts.org/images/products/20724054/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/20724054/front_pl.4.200.jpg,336.0,0.0,78.4,52.5,3.9,0.3,"en:snacks,en:sweet-snacks,en:confectioneries,en:candies,pl:żelki"
565930,http://world-en.openfoodfacts.org/product/20760571/baton-arcy-orzech-lidl,Baton Arcy Orzech,Lidl,Polska,https://images.openfoodfacts.org/images/products/20760571/front_pl.16.400.jpg,https://images.openfoodfacts.org/images/products/20760571/front_pl.16.200.jpg,536.0,34.0,46.0,45.0,9.29,0.571,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:bars,en:chocolate-candies,en:bonbons,en:chocolate-bars,en:chocolate-covered-nuts,en:chocolate-covered-peanuts"
565955,http://world-en.openfoodfacts.org/product/20763527/mi%C4%99so-z-uda-indyka-rze%C5%BAnik,Mięso z uda indyka,Rzeźnik,Poland,https://images.openfoodfacts.org/images/products/20763527/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/20763527/front_en.3.200.jpg,144.0,7.0,0.0,0.0,19.0,,en:meats
566389,http://world-en.openfoodfacts.org/product/20781453/chorwacka-szynka-dojrzewaj%C4%85c%C4%85ca-pikok,Chorwacka szynka dojrzewającąca,"Pikok, Lidl",Polska,https://images.openfoodfacts.org/images/products/20781453/front_pl.18.400.jpg,https://images.openfoodfacts.org/images/products/20781453/front_pl.18.200.jpg,293.0,19.4,0.5,0.5,29.0,4.6,"en:meats,en:prepared-meats,en:hams"
567612,http://world-en.openfoodfacts.org/product/20818784/sok-t%C5%82oczony-solevita,sok tłoczony,solevita,Polska,https://images.openfoodfacts.org/images/products/20818784/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/20818784/front_pl.4.200.jpg,46.0,0.5,11.0,9.0,0.5,0.01,pl:juice
567632,http://world-en.openfoodfacts.org/product/20820282/mleko-%C5%9Bwie%C5%BCe-3-2-lidl,"Mleko świeże 3,2%","Lidl,Pilis,Mlekpol",Polska,https://images.openfoodfacts.org/images/products/20820282/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/20820282/front_pl.4.200.jpg,60.0,3.2,4.7,4.7,3.2,0.1,"en:dairies,en:milks"
568697,http://world-en.openfoodfacts.org/product/20857677/sa%C5%82atka-%C5%9Bledziowa-lisner,Sałatka śledziowa,Lisner,Poland,https://images.openfoodfacts.org/images/products/20857677/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/20857677/front_pl.4.200.jpg,179.0,14.1,9.0,2.7,3.4,1.4,
568702,http://world-en.openfoodfacts.org/product/20857912/%C5%9Bmietana-12-pilos,Śmietana 12%,Pilos,Polska,https://images.openfoodfacts.org/images/products/20857912/front_pl.20.400.jpg,https://images.openfoodfacts.org/images/products/20857912/front_pl.20.200.jpg,136.0,12.0,4.0,4.0,3.0,0.1,"en:dairies,en:fermented-foods,en:creams,en:fermented-milk-products,en:fermented-creams,en:sour-creams,en:smetana"
568703,http://world-en.openfoodfacts.org/product/20857929/%C5%9Bmietana-18-pilos,Śmietana 18%,Pilos,Polska,https://images.openfoodfacts.org/images/products/20857929/front_pl.18.400.jpg,https://images.openfoodfacts.org/images/products/20857929/front_pl.18.200.jpg,189.0,18.0,4.0,4.0,2.7,0.1,"en:dairies,en:fermented-foods,en:creams,en:fermented-milk-products,en:fermented-creams,en:sour-creams,en:smetana"
568704,http://world-en.openfoodfacts.org/product/20857950/kefir-pilos,Kefir,Pilos,Poland,https://images.openfoodfacts.org/images/products/20857950/front_en.7.400.jpg,https://images.openfoodfacts.org/images/products/20857950/front_en.7.200.jpg,46.0,1.5,4.6999998092651,4.6999998092651,3.2999999523163,0.10000000149012,
568707,http://world-en.openfoodfacts.org/product/20857974/jogurt-naturalny-kremowy-pilos,Jogurt naturalny kremowy,Pilos,Polska,https://images.openfoodfacts.org/images/products/20857974/front_pl.23.400.jpg,https://images.openfoodfacts.org/images/products/20857974/front_pl.23.200.jpg,36.5,1.5,3.25,3.25,2.45,0.05,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts"
568708,http://world-en.openfoodfacts.org/product/20857998/mas%C5%82o-ekstra-pilos,Masło ekstra,"Pilos,Lidl",Polska,https://images.openfoodfacts.org/images/products/20857998/front_pl.7.400.jpg,https://images.openfoodfacts.org/images/products/20857998/front_pl.7.200.jpg,744.0,82.0,0.7,0.6,0.7,0.2,"en:dairies,en:fats,en:spreads,en:spreadable-fats,en:animal-fats,en:milkfat,en:dairy-spread,en:butters"
568710,http://world-en.openfoodfacts.org/product/20858018/serek-wiejski-naturalny-pilos,Serek wiejski naturalny,Pilos,Polska,https://images.openfoodfacts.org/images/products/20858018/front_en.6.400.jpg,https://images.openfoodfacts.org/images/products/20858018/front_en.6.200.jpg,97.0,5.0,2.0,1.5,11.0,0.2,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses"
568721,http://world-en.openfoodfacts.org/product/20858551/kabanossi-dulano,Kabanossi,"Dulano,Lidl",Polska,https://images.openfoodfacts.org/images/products/20858551/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/20858551/front_en.3.200.jpg,508.0,45.0,1.6,1.5,24.0,3.1,
568723,http://world-en.openfoodfacts.org/product/20858667/wafle-ry%C5%BCowe-musli-castello,Wafle ryżowe musli,Castello,Polska,https://images.openfoodfacts.org/images/products/20858667/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/20858667/front_pl.4.200.jpg,390.0,5.0,78.0,5.0,8.0,0.2,pl:wafle-ryżowe
568724,http://world-en.openfoodfacts.org/product/20858681/wafle-kukurydziane-solone-castello,Wafle kukurydziane solone,Castello,Polska,https://images.openfoodfacts.org/images/products/20858681/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/20858681/front_pl.4.200.jpg,380.0,2.7,76.0,1.5,9.3,0.78,"en:snacks,en:salty-snacks,pl:wafle"
568731,http://world-en.openfoodfacts.org/product/20859527/pierogi-z-mi%C4%99sem-virtu,Pierogi z mięsem,"Virtu,Lidl",Polska,https://images.openfoodfacts.org/images/products/20859527/front_pl.13.400.jpg,https://images.openfoodfacts.org/images/products/20859527/front_pl.13.200.jpg,185.0,5.7,24.0,2.2,7.8,1.2,pl:pierogi
568735,http://world-en.openfoodfacts.org/product/20859688/chleb-%C5%BCytni-z-pe%C5%82nego-ziarna-%C5%BCyta-razowy-castello,"Chleb żytni z pełnego ziarna żyta, razowy",Castello,Polska,https://images.openfoodfacts.org/images/products/20859688/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/20859688/front_pl.4.200.jpg,200.0,1.4,37.0,5.1,5.3,0.92,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads"
568739,http://world-en.openfoodfacts.org/product/20860257/ciasteczka-jaglano-gryczane-tastino,Ciasteczka jaglano-gryczane,Tastino,Polska,https://images.openfoodfacts.org/images/products/20860257/front_pl.14.400.jpg,https://images.openfoodfacts.org/images/products/20860257/front_pl.14.200.jpg,487.0,24.5,56.7,22.2,7.5,0.35,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:przekąski,en:słodkie-przekąski"
569846,http://world-en.openfoodfacts.org/product/20902575/parowki-z-filetem-z-indyka-pikok,Parówki z filetem z indyka,Pikok,Polska,https://images.openfoodfacts.org/images/products/20902575/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/20902575/front_pl.4.200.jpg,190.0,14.0,0.9,0.9,15.0,1.8,"en:meats,en:prepared-meats,en:sausages"
570635,http://world-en.openfoodfacts.org/product/20931377/owsianka-z-p%C5%82atkami-j%C4%99czmiennymi-crownfield,owsianka z płatkami jęczmiennymi,crownfield,Poland,https://images.openfoodfacts.org/images/products/20931377/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/20931377/front_pl.4.200.jpg,387.0,11.0,52.0,21.0,14.0,0.33,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,en:flakes,en:cereal-flakes,en:rolled-flakes,en:rolled-oats"
570664,http://world-en.openfoodfacts.org/product/20933449/sok-pomara%C5%84czowy-solevita,sok pomarańczowy,solevita,Polska,https://images.openfoodfacts.org/images/products/20933449/front_pl.17.400.jpg,https://images.openfoodfacts.org/images/products/20933449/front_pl.17.200.jpg,44.0,0.5,10.0,10.0,0.6,0.01,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:orange-juices"
570665,http://world-en.openfoodfacts.org/product/20933487/ser-tyl%C5%BCycki-plastry-pilos,"Ser Tylżycki, plastry.","Pilos,Mlekpol,Lidl",Polska,https://images.openfoodfacts.org/images/products/20933487/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/20933487/front_pl.4.200.jpg,347.0,27.0,0.0,0.0,26.0,1.8,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses"
570674,http://world-en.openfoodfacts.org/product/20933654/racuchy-z-jab%C5%82kiem-sma%C5%BCone-mniam-mniam,Racuchy z jabłkiem smażone,Mniam mniam,Polska,https://images.openfoodfacts.org/images/products/20933654/front_pl.9.400.jpg,https://images.openfoodfacts.org/images/products/20933654/front_pl.9.200.jpg,200.0,8.0,28.0,9.0,4.0,0.1,"en:crepes-and-galettes,en:crepes"
570697,http://world-en.openfoodfacts.org/product/20934545/rival-pilos,Rival,Pilos,Poland,https://images.openfoodfacts.org/images/products/20934545/front_pl.19.400.jpg,https://images.openfoodfacts.org/images/products/20934545/front_pl.19.200.jpg,307.0,25.0,1.5,0.0,19.0,3.9,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses"
571295,http://world-en.openfoodfacts.org/product/20957698/lody-%C5%9Bmietankowe-z-kawa%C5%82kami-pra%C5%BConych-migda%C5%82ow-i-polew%C4%85-o-smaku-czekolady-mlecznej-w-wafelku-ballino,Lody śmietankowe z kawałkami prażonych migdałów i polewą o smaku czekolady mlecznej w wafelku.,"Ballino,Almond,Lidl",Poland,https://images.openfoodfacts.org/images/products/20957698/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/20957698/front_pl.4.200.jpg,300.0,15.3,35.5,22.8,4.7,0.18,"en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:ice-creams,pl:rożek"
571519,http://world-en.openfoodfacts.org/product/2096385671445/musztarda-sto%C5%82owa-rolewski,Musztarda stołowa,Rolewski,Polska,https://images.openfoodfacts.org/images/products/209/638/567/1445/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/209/638/567/1445/front_pl.4.200.jpg,108.0,3.6,14.0,10.0,4.1,1.9,pl:musztarda-stołowa
571936,http://world-en.openfoodfacts.org/product/20979874/pomidory-suszone-w-oleju-z-pestkami-dyni-baresa,Pomidory suszone w oleju z pestkami dyni,"Baresa,Lidl",Polska,https://images.openfoodfacts.org/images/products/20979874/front_pl.14.400.jpg,https://images.openfoodfacts.org/images/products/20979874/front_pl.14.200.jpg,283.0,23.6,9.8,6.3,4.7,1.76,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods"
571937,http://world-en.openfoodfacts.org/product/20979881/pomidory-suszone-w-oleju-z-oliwkami-baresa,Pomidory suszone w oleju z oliwkami,"Baresa,Lidl",Polska,https://images.openfoodfacts.org/images/products/20979881/front_pl.15.400.jpg,https://images.openfoodfacts.org/images/products/20979881/front_pl.15.200.jpg,247.0,21.2,7.0,4.6,3.8,2.41,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods"
571946,http://world-en.openfoodfacts.org/product/20980382/brie-ser-podpuszczkowy-dojrzewaj%C4%85cy-z-porostem-bia%C5%82ej-ple%C5%9Bni-pilos,Brie. Ser podpuszczkowy dojrzewający z porostem białej pleśni,Pilos,Polska,https://images.openfoodfacts.org/images/products/20980382/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/20980382/front_pl.4.200.jpg,288.0,24.0,0.5,0.5,18.0,1.7,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:soft-cheeses-with-bloomy-rind,en:french-cheeses,en:bries"
571949,http://world-en.openfoodfacts.org/product/20980405/ser-gouda-ser-podpuszczkowy-dojrzewaj%C4%85cy-bluedino,"Ser Gouda, ser podpuszczkowy dojrzewający.","bluedino,Pilos",Polska,https://images.openfoodfacts.org/images/products/20980405/front_pl.30.400.jpg,https://images.openfoodfacts.org/images/products/20980405/front_pl.30.200.jpg,347.0,27.0,0.0,0.0,26.0,1.3,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cheeses-of-the-netherlands,en:gouda,pl:chesse,pl:ser-dojrzewający,pl:ser-podpuszczkowy"
571950,http://world-en.openfoodfacts.org/product/20980443/ser-podpuszczkowy-bluedino,Ser podpuszczkowy,"Bluedino,Mlekpol",Polska,https://images.openfoodfacts.org/images/products/20980443/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/20980443/front_pl.4.200.jpg,343.0,27.0,0.0,0.0,25.0,1.3,"pl:ser,pl:ser-dojrzewający,pl:ser-podpuszczkowy"
571952,http://world-en.openfoodfacts.org/product/20980498/ser-pilos,Ser,Pilos,Polska,https://images.openfoodfacts.org/images/products/20980498/front_pl.22.400.jpg,https://images.openfoodfacts.org/images/products/20980498/front_pl.22.200.jpg,347.0,27.0,0.0,0.0,26.0,1.3,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cheeses-of-the-netherlands,en:gouda"
571953,http://world-en.openfoodfacts.org/product/20980528/ser-gouda-plastry-bluedino,"Ser Gouda, plastry","Bluedino,SM Mlekpol",Polska,https://images.openfoodfacts.org/images/products/20980528/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/20980528/front_pl.4.200.jpg,347.0,27.0,0.0,0.0,26.0,1.3,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cheeses-of-the-netherlands,en:gouda"
571956,http://world-en.openfoodfacts.org/product/20980535/ser-morski-mlekpol,Ser Morski,Mlekpol,Polska,https://images.openfoodfacts.org/images/products/20980535/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/20980535/front_pl.4.200.jpg,347.0,27.0,0.0,0.0,26.0,1.3,pl:ser-żołty
571957,http://world-en.openfoodfacts.org/product/20980559/ser-edam-plastry-bluedino,"Ser Edam, plastry","Bluedino,Mlekpol",Polska,https://images.openfoodfacts.org/images/products/20980559/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/20980559/front_pl.4.200.jpg,347.0,27.0,0.0,0.0,26.0,1.3,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses"
571962,http://world-en.openfoodfacts.org/product/20981129/makaron-gryczany-rurki-tiradell,Makaron gryczany rurki,Tiradell,Polska,https://images.openfoodfacts.org/images/products/20981129/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/20981129/front_pl.4.200.jpg,214.0,2.7,39.0,0.6,6.8,0.01,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:products-without-gluten,en:gluten-free-pasta"
571972,http://world-en.openfoodfacts.org/product/20982119/p%C5%82atki-zbo%C5%BCowe-w-kszta%C5%82cie-ciasteczek-o-smaku-czekoladowym-wzbogacone-w-9-witamin-wap%C5%84-i-%C5%BCelazo-crownfield,"Płatki zbożowe w kształcie ciasteczek o smaku czekoladowym wzbogacone w 9 witamin, wapń i żelazo.",Crownfield,Polska,https://images.openfoodfacts.org/images/products/20982119/front_pl.8.400.jpg,https://images.openfoodfacts.org/images/products/20982119/front_pl.8.200.jpg,375.0,3.0,75.0,25.0,8.3,0.53,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals,pl:płatki-zbożowe"
571985,http://world-en.openfoodfacts.org/product/20982881/pasztet-z-indyka-pikok,Pasztet z indyka,Pikok,Polska,https://images.openfoodfacts.org/images/products/20982881/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/20982881/front_pl.4.200.jpg,234.0,15.0,5.1,2.1,19.0,1.7,pl:pasztet
572012,http://world-en.openfoodfacts.org/product/20983758/ry%C5%BC-bia%C5%82y-d%C5%82ugoziarnisty-basmati-lidl,Ryż biały długoziarnisty basmati,Lidl,Polska,https://images.openfoodfacts.org/images/products/20983758/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/20983758/front_pl.4.200.jpg,350.0,1.1,75.0,0.5,8.9,0.01,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:rices,en:long-grain-rices"
592068,http://world-en.openfoodfacts.org/product/2216959002844/kabanos-wieprzowy-extra-tarczy%C5%84ski,Kabanos wieprzowy extra,Tarczyński,Polska,https://images.openfoodfacts.org/images/products/221/695/900/2844/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/221/695/900/2844/front_pl.4.200.jpg,502.0,44.0,1.9,1.8,24.0,3.1,"en:meat-based-products,en:polish-meat-products,pl:kabanosy"
596337,http://world-en.openfoodfacts.org/product/2230308011509/kie%C5%82basa-my%C5%9Bliwska-sucha-krakus,Kiełbasa myśliwska sucha,Krakus,Poland,https://images.openfoodfacts.org/images/products/223/030/801/1509/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/223/030/801/1509/front_pl.4.200.jpg,278.0,20.0,0.5,0.5,24.0,3.3,pl:kiełbasa
676451,http://world-en.openfoodfacts.org/product/2709906004102/kie%C5%82basa-rydzy%C5%84ska-agro-rydzyna,Kiełbasa Rydzyńska,Agro Rydzyna,Polska,https://images.openfoodfacts.org/images/products/270/990/600/4102/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/270/990/600/4102/front_pl.4.200.jpg,202.0,14.0,2.4,0.7,16.0,2.2,pl:kiełbasa
677042,http://world-en.openfoodfacts.org/product/2722053003019/twarog-%C5%9Bmietankowy-garwolin,Twaróg Śmietankowy,Garwolin,Poland,,,213.0,16.0,4.2,4.2,13.0,0.08,
679494,http://world-en.openfoodfacts.org/product/28019015/bio-wega%C5%84ska-ro%C5%9Blinna-pasta-do-smarowania-gutbio,Bio wegańska roślinna pasta do smarowania,GutBio,Polska,https://images.openfoodfacts.org/images/products/28019015/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/28019015/front_pl.4.200.jpg,397.0,37.8,5.9,4.0,6.9,1.43,pl:do-smarowania
679663,http://world-en.openfoodfacts.org/product/28033752/herbata-zio%C5%82owa-mi%C4%99towa-westminster,Herbata ziołowa miętowa,Westminster,Polska,https://images.openfoodfacts.org/images/products/28033752/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/28033752/front_pl.4.200.jpg,1.0,0.0,0.5,0.5,0.0,0.0,"en:plant-based-foods-and-beverages,en:beverages,en:hot-beverages,en:plant-based-beverages,en:teas,pl:herbata-ziołowa"
679940,http://world-en.openfoodfacts.org/product/28065036/mleko-2-milsani,Mleko 2%,Milsani,Polska,https://images.openfoodfacts.org/images/products/28065036/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/28065036/front_pl.4.200.jpg,53.0,2.0,4.4,4.4,3.3,0.1,"en:dairies,en:milks"
679966,http://world-en.openfoodfacts.org/product/28067672/szynka-szwarcwaldzka-tannenhof,Szynka szwarcwaldzka,Tannenhof,Polska,https://images.openfoodfacts.org/images/products/28067672/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/28067672/front_pl.4.200.jpg,239.0,15.0,1.0,1.0,25.0,5.0,"en:meats,en:prepared-meats,en:hams"
679970,http://world-en.openfoodfacts.org/product/28069416/jajeczka-z-czekolady-mlecznej-oster-phantasie,Jajeczka z czekolady mlecznej,Oster Phantasie,Poland,https://images.openfoodfacts.org/images/products/28069416/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/28069416/front_pl.4.200.jpg,544.0,32.0,55.0,54.0,7.5,0.18,"en:easter-food,en:easter-eggs"
680073,http://world-en.openfoodfacts.org/product/2809368005201/kie%C5%82basa-podwawelska-lidl,Kiełbasa podwawelska,"Lidl,Kabanos Mirosław Kojs",Polska,https://images.openfoodfacts.org/images/products/280/936/800/5201/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/280/936/800/5201/front_pl.4.200.jpg,230.0,18.4,3.5,0.6,13.1,2.3,en:meats
